valueCategory,temporal,temporal_type,georegion,georegion_type,agegroup,agegroup_type,sex,value,popExtrapolation,totalConsultationsExtrapolation,incValue,prctConsultations,prct,trend,dataComplete
consultations,2017-W22,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,29906.2,1891,0,0,0,falling,TRUE
consultations,2017-W22,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,27263.1,1871,0,0,0,falling,TRUE
consultations,2017-W22,week,region_4,sentinella_region,all,agegroup_ili_ari,all,34.5,23349.9,1529,4.28,0.07,100,stagnant,TRUE
consultations,2017-W22,week,region_5,sentinella_region,all,agegroup_ili_ari,all,0,39541.5,2667,0,0,0,falling,TRUE
consultations,2017-W22,week,region_6,sentinella_region,all,agegroup_ili_ari,all,0,17408.9,1425,0,0,0,falling,TRUE
consultations,2017-W22,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W23,week,CH,country,all,agegroup_ili_ari,all,59.4,143142.7,10099,0.7,0.01,100,stagnant,TRUE
consultations,2017-W23,week,region_1,sentinella_region,all,agegroup_ili_ari,all,0,27374.7,1889,0,0,0,falling,TRUE
consultations,2017-W23,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,21875.3,1439,0,0,0,falling,TRUE
consultations,2017-W23,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,22112.2,1578,0,0,0,falling,TRUE
consultations,2017-W23,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,20233.4,1378,0,0,0,falling,TRUE
consultations,2017-W23,week,region_5,sentinella_region,all,agegroup_ili_ari,all,65.4,37927.8,2654,2.64,0.04,100,rising,TRUE
consultations,2017-W23,week,region_6,sentinella_region,all,agegroup_ili_ari,all,0,13619.3,1161,0,0,0,falling,TRUE
consultations,2017-W23,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W24,week,CH,country,all,agegroup_ili_ari,all,196.8,172531,11975,2.32,0.03,100,rising,TRUE
consultations,2017-W24,week,region_1,sentinella_region,all,agegroup_ili_ari,all,57.3,31589.8,2146,3.17,0.05,27.3,rising,TRUE
consultations,2017-W24,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,32299.6,2097,0,0,0,falling,TRUE
consultations,2017-W24,week,region_3,sentinella_region,all,agegroup_ili_ari,all,112.7,25263.3,1777,7.92,0.11,53.8,rising,TRUE
consultations,2017-W24,week,region_4,sentinella_region,all,agegroup_ili_ari,all,39.6,20354.1,1370,4.91,0.07,18.9,rising,TRUE
consultations,2017-W24,week,region_5,sentinella_region,all,agegroup_ili_ari,all,0,48183.6,3336,0,0,0,falling,TRUE
consultations,2017-W24,week,region_6,sentinella_region,all,agegroup_ili_ari,all,0,14840.6,1249,0,0,0,falling,TRUE
consultations,2017-W24,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W25,week,CH,country,all,agegroup_ili_ari,all,151.9,167201.4,11624,1.79,0.03,100,stagnant,TRUE
consultations,2017-W25,week,region_1,sentinella_region,all,agegroup_ili_ari,all,58.4,30926,2099,3.23,0.05,33.4,stagnant,TRUE
consultations,2017-W25,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,30692.7,1988,0,0,0,falling,TRUE
consultations,2017-W25,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,25786.9,1820,0,0,0,falling,TRUE
consultations,2017-W25,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,21551.2,1451,0,0,0,falling,TRUE
consultations,2017-W25,week,region_5,sentinella_region,all,agegroup_ili_ari,all,116.6,42455.7,2935,4.71,0.07,66.6,rising,TRUE
consultations,2017-W25,week,region_6,sentinella_region,all,agegroup_ili_ari,all,0,15788.9,1331,0,0,0,falling,TRUE
consultations,2017-W25,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W26,week,CH,country,all,agegroup_ili_ari,all,99.3,170243.1,11878,1.17,0.02,100,falling,TRUE
consultations,2017-W26,week,region_1,sentinella_region,all,agegroup_ili_ari,all,0,34041.4,2329,0,0,0,falling,TRUE
consultations,2017-W26,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,31155.4,2041,0,0,0,falling,TRUE
consultations,2017-W26,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,26130.5,1860,0,0,0,falling,TRUE
consultations,2017-W26,week,region_4,sentinella_region,all,agegroup_ili_ari,all,38,21248.4,1443,4.71,0.07,46.9,stagnant,TRUE
consultations,2017-W26,week,region_5,sentinella_region,all,agegroup_ili_ari,all,0,44865.9,3120,0,0,0,falling,TRUE
consultations,2017-W26,week,region_6,sentinella_region,all,agegroup_ili_ari,all,43.1,12801.6,1085,7.81,0.09,53.1,rising,TRUE
consultations,2017-W26,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W27,week,CH,country,all,agegroup_ili_ari,all,52.6,162577.5,11008,0.62,0.01,100,falling,TRUE
consultations,2017-W27,week,region_1,sentinella_region,all,agegroup_ili_ari,all,0,30893.5,2058,0,0,0,falling,TRUE
consultations,2017-W27,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,29563.5,1870,0,0,0,falling,TRUE
consultations,2017-W27,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,20006.3,1372,0,0,0,falling,TRUE
consultations,2017-W27,week,region_4,sentinella_region,all,agegroup_ili_ari,all,35.9,22459.1,1476,4.45,0.07,100,stagnant,TRUE
consultations,2017-W27,week,region_5,sentinella_region,all,agegroup_ili_ari,all,0,45510.1,3071,0,0,0,falling,TRUE
consultations,2017-W27,week,region_6,sentinella_region,all,agegroup_ili_ari,all,0,14145.2,1161,0,0,0,falling,TRUE
consultations,2017-W27,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W28,week,CH,country,all,agegroup_ili_ari,all,55.1,153904.8,9384,0.65,0.01,100,stagnant,TRUE
consultations,2017-W28,week,region_1,sentinella_region,all,agegroup_ili_ari,all,0,23891.4,1424,0,0,0,falling,TRUE
consultations,2017-W28,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,28769.6,1632,0,0,0,falling,TRUE
consultations,2017-W28,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,16187.6,988,0,0,0,falling,TRUE
consultations,2017-W28,week,region_4,sentinella_region,all,agegroup_ili_ari,all,42.8,18847.1,1111,5.31,0.09,100,rising,TRUE
consultations,2017-W28,week,region_5,sentinella_region,all,agegroup_ili_ari,all,0,52036.5,3176,0,0,0,falling,TRUE
consultations,2017-W28,week,region_6,sentinella_region,all,agegroup_ili_ari,all,0,14172.7,1053,0,0,0,falling,TRUE
consultations,2017-W28,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W29,week,CH,country,all,agegroup_ili_ari,all,0,170371.1,9352,0,0,NA,falling,TRUE
consultations,2017-W29,week,region_1,sentinella_region,all,agegroup_ili_ari,all,0,33537.1,1763,0,0,NA,falling,TRUE
consultations,2017-W29,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,27005.5,1368,0,0,NA,falling,TRUE
consultations,2017-W29,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,17977.8,1001,0,0,NA,falling,TRUE
consultations,2017-W29,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,21807.9,1172,0,0,NA,falling,TRUE
consultations,2017-W29,week,region_5,sentinella_region,all,agegroup_ili_ari,all,0,50235.4,2735,0,0,NA,falling,TRUE
consultations,2017-W29,week,region_6,sentinella_region,all,agegroup_ili_ari,all,0,19807.5,1313,0,0,NA,falling,TRUE
consultations,2017-W29,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W30,week,CH,country,all,agegroup_ili_ari,all,0,157765.8,7417,0,0,NA,falling,TRUE
consultations,2017-W30,week,region_1,sentinella_region,all,agegroup_ili_ari,all,0,29375,1330,0,0,NA,falling,TRUE
consultations,2017-W30,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,26416.5,1075,0,0,NA,falling,TRUE
consultations,2017-W30,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,23387.4,1154,0,0,NA,falling,TRUE
consultations,2017-W30,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,21120.9,990,0,0,NA,falling,TRUE
consultations,2017-W30,week,region_5,sentinella_region,all,agegroup_ili_ari,all,0,41010.6,1933,0,0,NA,falling,TRUE
consultations,2017-W30,week,region_6,sentinella_region,all,agegroup_ili_ari,all,0,16455.5,935,0,0,NA,falling,TRUE
consultations,2017-W30,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W31,week,CH,country,all,agegroup_ili_ari,all,498.9,136081,5171,5.88,0.15,100,rising,TRUE
consultations,2017-W31,week,region_1,sentinella_region,all,agegroup_ili_ari,all,408.9,26530.2,1001,22.62,0.6,85.4,rising,TRUE
consultations,2017-W31,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,28849.8,857,0,0,0,falling,TRUE
consultations,2017-W31,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,28748.4,1185,0,0,0,falling,TRUE
consultations,2017-W31,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,14927.5,555,0,0,0,falling,TRUE
consultations,2017-W31,week,region_5,sentinella_region,all,agegroup_ili_ari,all,0,21195.6,815,0,0,0,falling,TRUE
consultations,2017-W31,week,region_6,sentinella_region,all,agegroup_ili_ari,all,69.7,15829.5,758,12.63,0.26,14.6,rising,TRUE
consultations,2017-W31,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W32,week,CH,country,all,agegroup_ili_ari,all,155.3,164237.4,8473,1.83,0.04,100,stagnant,TRUE
consultations,2017-W32,week,region_1,sentinella_region,all,agegroup_ili_ari,all,205.4,26410.5,1338,11.36,0.22,100,stagnant,TRUE
consultations,2017-W32,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,36164.3,1633,0,0,0,falling,TRUE
consultations,2017-W32,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,30090.9,1609,0,0,0,falling,TRUE
consultations,2017-W32,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,20184.1,1026,0,0,0,falling,TRUE
consultations,2017-W32,week,region_5,sentinella_region,all,agegroup_ili_ari,all,0,35068.6,1829,0,0,0,falling,TRUE
consultations,2017-W32,week,region_6,sentinella_region,all,agegroup_ili_ari,all,0,16319.1,1038,0,0,0,falling,TRUE
consultations,2017-W32,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W33,week,CH,country,all,agegroup_ili_ari,all,442,172889.8,10232,5.21,0.09,100,stagnant,TRUE
consultations,2017-W33,week,region_1,sentinella_region,all,agegroup_ili_ari,all,61.8,29257,1681,3.42,0.06,13.7,falling,TRUE
consultations,2017-W33,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,35813,1973,0,0,0,falling,TRUE
consultations,2017-W33,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,28009.2,1674,0,0,0,falling,TRUE
consultations,2017-W33,week,region_4,sentinella_region,all,agegroup_ili_ari,all,130.9,18474.9,1065,16.24,0.28,28.9,rising,TRUE
consultations,2017-W33,week,region_5,sentinella_region,all,agegroup_ili_ari,all,260,47608,2843,10.5,0.18,57.4,rising,TRUE
consultations,2017-W33,week,region_6,sentinella_region,all,agegroup_ili_ari,all,0,13727.7,996,0,0,0,falling,TRUE
consultations,2017-W33,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W34,week,CH,country,all,agegroup_ili_ari,all,252.8,168018.5,11342,2.98,0.04,100,stagnant,TRUE
consultations,2017-W34,week,region_1,sentinella_region,all,agegroup_ili_ari,all,0,33318.2,2192,0,0,0,falling,TRUE
consultations,2017-W34,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,33455.6,2102,0,0,0,falling,TRUE
consultations,2017-W34,week,region_3,sentinella_region,all,agegroup_ili_ari,all,58.5,24301.7,1654,4.11,0.06,22.7,rising,TRUE
consultations,2017-W34,week,region_4,sentinella_region,all,agegroup_ili_ari,all,76,21210,1395,9.43,0.14,29.5,stagnant,TRUE
consultations,2017-W34,week,region_5,sentinella_region,all,agegroup_ili_ari,all,123,40226.3,2723,4.97,0.07,47.8,stagnant,TRUE
consultations,2017-W34,week,region_6,sentinella_region,all,agegroup_ili_ari,all,0,15506.6,1276,0,0,0,falling,TRUE
consultations,2017-W34,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W35,week,CH,country,all,agegroup_ili_ari,all,250.3,169741.1,11648,2.95,0.04,100,stagnant,TRUE
consultations,2017-W35,week,region_1,sentinella_region,all,agegroup_ili_ari,all,0,33052.4,2210,0,0,0,falling,TRUE
consultations,2017-W35,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,32092.4,2049,0,0,0,falling,TRUE
consultations,2017-W35,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,24951.4,1730,0,0,0,falling,TRUE
consultations,2017-W35,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,20724,1378,0,0,0,falling,TRUE
consultations,2017-W35,week,region_5,sentinella_region,all,agegroup_ili_ari,all,293.1,42238.4,2891,11.84,0.17,100,rising,TRUE
consultations,2017-W35,week,region_6,sentinella_region,all,agegroup_ili_ari,all,0,16682.5,1390,0,0,0,falling,TRUE
consultations,2017-W35,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W36,week,CH,country,all,agegroup_ili_ari,all,108.6,156156.2,10385,1.28,0.02,100,falling,TRUE
consultations,2017-W36,week,region_1,sentinella_region,all,agegroup_ili_ari,all,0,28333.8,1851,0,0,0,falling,TRUE
consultations,2017-W36,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,31008.5,1910,0,0,0,falling,TRUE
consultations,2017-W36,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,23425.1,1579,0,0,0,falling,TRUE
consultations,2017-W36,week,region_4,sentinella_region,all,agegroup_ili_ari,all,0,20303.4,1315,0,0,0,falling,TRUE
consultations,2017-W36,week,region_5,sentinella_region,all,agegroup_ili_ari,all,61.9,40062.8,2673,2.5,0.04,59.3,falling,TRUE
consultations,2017-W36,week,region_6,sentinella_region,all,agegroup_ili_ari,all,42.4,13022.6,1057,7.68,0.09,40.7,rising,TRUE
consultations,2017-W36,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W37,week,CH,country,all,agegroup_ili_ari,all,351.2,168960.2,11690,4.14,0.06,100,rising,TRUE
consultations,2017-W37,week,region_1,sentinella_region,all,agegroup_ili_ari,all,108.6,33273.3,2247,6.01,0.09,35.1,rising,TRUE
consultations,2017-W37,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,28378.9,1830,0,0,0,falling,TRUE
consultations,2017-W37,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,24812.8,1734,0,0,0,falling,TRUE
consultations,2017-W37,week,region_4,sentinella_region,all,agegroup_ili_ari,all,111,21787.2,1459,13.77,0.21,35.9,rising,TRUE
consultations,2017-W37,week,region_5,sentinella_region,all,agegroup_ili_ari,all,55.5,44583.8,3068,2.24,0.03,17.9,falling,TRUE
consultations,2017-W37,week,region_6,sentinella_region,all,agegroup_ili_ari,all,34.2,16124.2,1352,6.2,0.07,11.1,stagnant,TRUE
consultations,2017-W37,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W38,week,CH,country,all,agegroup_ili_ari,all,352.9,168247.3,11615,4.16,0.06,100,stagnant,TRUE
consultations,2017-W38,week,region_1,sentinella_region,all,agegroup_ili_ari,all,250.6,28863.4,1939,13.86,0.21,63.3,rising,TRUE
consultations,2017-W38,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,29582,1887,0,0,0,falling,TRUE
consultations,2017-W38,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,25166.9,1748,0,0,0,falling,TRUE
consultations,2017-W38,week,region_4,sentinella_region,all,agegroup_ili_ari,all,37.5,21486.4,1439,4.65,0.07,9.5,stagnant,TRUE
consultations,2017-W38,week,region_5,sentinella_region,all,agegroup_ili_ari,all,107.7,46006.8,3166,4.35,0.06,27.2,rising,TRUE
consultations,2017-W38,week,region_6,sentinella_region,all,agegroup_ili_ari,all,0,17141.9,1436,0,0,0,falling,TRUE
consultations,2017-W38,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W39,week,CH,country,all,agegroup_ili_ari,all,708.4,167605.2,11608,8.35,0.12,100,rising,TRUE
consultations,2017-W39,week,region_1,sentinella_region,all,agegroup_ili_ari,all,248.8,29077,1946,13.76,0.21,35.4,stagnant,TRUE
consultations,2017-W39,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,27584,1774,0,0,0,falling,TRUE
consultations,2017-W39,week,region_3,sentinella_region,all,agegroup_ili_ari,all,176.2,24236.1,1696,12.38,0.18,25.1,rising,TRUE
consultations,2017-W39,week,region_4,sentinella_region,all,agegroup_ili_ari,all,108.5,22294.4,1488,13.46,0.2,15.5,stagnant,TRUE
consultations,2017-W39,week,region_5,sentinella_region,all,agegroup_ili_ari,all,105.2,47027.4,3246,4.25,0.06,15,stagnant,TRUE
consultations,2017-W39,week,region_6,sentinella_region,all,agegroup_ili_ari,all,63.4,17386.4,1458,11.5,0.14,9,rising,TRUE
consultations,2017-W39,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W40,week,CH,country,all,agegroup_ili_ari,all,755.1,168498.8,10362,8.9,0.14,100,stagnant,TRUE
consultations,2017-W40,week,region_1,sentinella_region,all,agegroup_ili_ari,all,56.4,32070.7,1915,3.12,0.05,8.7,falling,TRUE
consultations,2017-W40,week,region_2,sentinella_region,all,agegroup_ili_ari,all,42.3,33540.5,1913,2.98,0.05,6.5,rising,TRUE
consultations,2017-W40,week,region_3,sentinella_region,all,agegroup_ili_ari,all,0,15641,988,0,0,0,falling,TRUE
consultations,2017-W40,week,region_4,sentinella_region,all,agegroup_ili_ari,all,129.9,18607.1,1118,16.12,0.27,20,rising,TRUE
consultations,2017-W40,week,region_5,sentinella_region,all,agegroup_ili_ari,all,280.5,52949.6,3255,11.33,0.18,43.2,rising,TRUE
consultations,2017-W40,week,region_6,sentinella_region,all,agegroup_ili_ari,all,140.6,15689.8,1173,25.49,0.34,21.6,rising,TRUE
consultations,2017-W40,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W41,week,CH,country,all,agegroup_ili_ari,all,840.8,171484.5,9201,9.91,0.18,100,rising,TRUE
consultations,2017-W41,week,region_1,sentinella_region,all,agegroup_ili_ari,all,88.9,40621.3,2123,4.92,0.09,10.7,stagnant,TRUE
consultations,2017-W41,week,region_2,sentinella_region,all,agegroup_ili_ari,all,38,37338,1812,2.68,0.06,4.6,stagnant,TRUE
consultations,2017-W41,week,region_3,sentinella_region,all,agegroup_ili_ari,all,248.4,28659.5,1578,17.45,0.32,29.8,rising,TRUE
consultations,2017-W41,week,region_4,sentinella_region,all,agegroup_ili_ari,all,296,13615.6,709,36.72,0.71,35.5,rising,TRUE
consultations,2017-W41,week,region_5,sentinella_region,all,agegroup_ili_ari,all,77.5,31902.1,1713,3.13,0.06,9.3,falling,TRUE
consultations,2017-W41,week,region_6,sentinella_region,all,agegroup_ili_ari,all,85.6,19348.1,1266,15.51,0.24,10.3,stagnant,TRUE
consultations,2017-W41,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W42,week,CH,country,all,agegroup_ili_ari,all,1067.3,158982.7,9964,12.58,0.2,100,rising,TRUE
consultations,2017-W42,week,region_1,sentinella_region,all,agegroup_ili_ari,all,162,33490.7,2044,8.96,0.15,18.3,rising,TRUE
consultations,2017-W42,week,region_2,sentinella_region,all,agegroup_ili_ari,all,214.2,33134.3,1914,15.09,0.26,24.3,rising,TRUE
consultations,2017-W42,week,region_3,sentinella_region,all,agegroup_ili_ari,all,216.6,32861.3,2088,15.22,0.24,24.5,stagnant,TRUE
consultations,2017-W42,week,region_4,sentinella_region,all,agegroup_ili_ari,all,187.5,17196.3,1047,23.26,0.38,21.2,stagnant,TRUE
consultations,2017-W42,week,region_5,sentinella_region,all,agegroup_ili_ari,all,0,26217.3,1644,0,0,0,falling,TRUE
consultations,2017-W42,week,region_6,sentinella_region,all,agegroup_ili_ari,all,102.9,16082.8,1227,18.65,0.24,11.7,stagnant,TRUE
consultations,2017-W42,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W43,week,CH,country,all,agegroup_ili_ari,all,1464.4,167982.9,12244,17.26,0.24,100,rising,TRUE
consultations,2017-W43,week,region_1,sentinella_region,all,agegroup_ili_ari,all,365.9,29643.4,2103,20.24,0.29,26,rising,TRUE
consultations,2017-W43,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,30159.5,2029,0,0,0,falling,TRUE
consultations,2017-W43,week,region_3,sentinella_region,all,agegroup_ili_ari,all,227.9,24987.2,1847,16.01,0.22,16.2,stagnant,TRUE
consultations,2017-W43,week,region_4,sentinella_region,all,agegroup_ili_ari,all,277.4,23250.2,1652,34.41,0.48,19.7,stagnant,TRUE
consultations,2017-W43,week,region_5,sentinella_region,all,agegroup_ili_ari,all,380.3,45586.3,3338,15.36,0.21,27.1,rising,TRUE
consultations,2017-W43,week,region_6,sentinella_region,all,agegroup_ili_ari,all,153.7,14356.3,1275,27.86,0.31,10.9,rising,TRUE
consultations,2017-W43,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W44,week,CH,country,all,agegroup_ili_ari,all,1483,160179.2,11273,17.48,0.25,100,stagnant,TRUE
consultations,2017-W44,week,region_1,sentinella_region,all,agegroup_ili_ari,all,290.5,31119,2156,16.07,0.23,20.3,stagnant,TRUE
consultations,2017-W44,week,region_2,sentinella_region,all,agegroup_ili_ari,all,204.5,34702.4,2265,14.41,0.22,14.3,stagnant,TRUE
consultations,2017-W44,week,region_3,sentinella_region,all,agegroup_ili_ari,all,304,23410.6,1695,21.36,0.29,21.2,rising,TRUE
consultations,2017-W44,week,region_4,sentinella_region,all,agegroup_ili_ari,all,390.8,18562.5,1286,48.48,0.7,27.3,rising,TRUE
consultations,2017-W44,week,region_5,sentinella_region,all,agegroup_ili_ari,all,112.6,43933.2,3137,4.55,0.06,7.9,stagnant,TRUE
consultations,2017-W44,week,region_6,sentinella_region,all,agegroup_ili_ari,all,130.5,8451.4,734,23.66,0.27,9.1,stagnant,TRUE
consultations,2017-W44,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W45,week,CH,country,all,agegroup_ili_ari,all,1326.1,166331.8,12656,15.63,0.21,100,stagnant,TRUE
consultations,2017-W45,week,region_1,sentinella_region,all,agegroup_ili_ari,all,323.4,33546.9,2488,17.89,0.24,24.7,stagnant,TRUE
consultations,2017-W45,week,region_2,sentinella_region,all,agegroup_ili_ari,all,279.6,30456.1,2155,19.7,0.28,21.4,rising,TRUE
consultations,2017-W45,week,region_3,sentinella_region,all,agegroup_ili_ari,all,182.9,23344,1792,12.85,0.17,14,falling,TRUE
consultations,2017-W45,week,region_4,sentinella_region,all,agegroup_ili_ari,all,168.1,19185.3,1412,20.85,0.28,12.9,falling,TRUE
consultations,2017-W45,week,region_5,sentinella_region,all,agegroup_ili_ari,all,287.2,43109.5,3268,11.6,0.15,22,stagnant,TRUE
consultations,2017-W45,week,region_6,sentinella_region,all,agegroup_ili_ari,all,66.1,16689.9,1541,11.98,0.13,5.1,falling,TRUE
consultations,2017-W45,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W46,week,CH,country,all,agegroup_ili_ari,all,1464.4,162187.5,12410,17.26,0.23,100,stagnant,TRUE
consultations,2017-W46,week,region_1,sentinella_region,all,agegroup_ili_ari,all,707.9,30640.3,2284,39.16,0.53,46.9,rising,TRUE
consultations,2017-W46,week,region_2,sentinella_region,all,agegroup_ili_ari,all,94.8,29939.4,2147,6.68,0.09,6.3,falling,TRUE
consultations,2017-W46,week,region_3,sentinella_region,all,agegroup_ili_ari,all,115.4,24670.9,1904,8.11,0.11,7.6,falling,TRUE
consultations,2017-W46,week,region_4,sentinella_region,all,agegroup_ili_ari,all,98.7,16328.2,1204,12.25,0.17,6.5,falling,TRUE
consultations,2017-W46,week,region_5,sentinella_region,all,agegroup_ili_ari,all,392.4,44170.4,3351,15.85,0.21,26,rising,TRUE
consultations,2017-W46,week,region_6,sentinella_region,all,agegroup_ili_ari,all,100.7,16438.4,1520,18.25,0.2,6.7,stagnant,TRUE
consultations,2017-W46,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W47,week,CH,country,all,agegroup_ili_ari,all,1482.2,160304.3,12164,17.47,0.23,100,stagnant,TRUE
consultations,2017-W47,week,region_1,sentinella_region,all,agegroup_ili_ari,all,406.6,31118.6,2316,22.49,0.3,28.5,stagnant,TRUE
consultations,2017-W47,week,region_2,sentinella_region,all,agegroup_ili_ari,all,0,28099,2004,0,0,0,falling,TRUE
consultations,2017-W47,week,region_3,sentinella_region,all,agegroup_ili_ari,all,61.1,23326.6,1793,4.29,0.06,4.3,falling,TRUE
consultations,2017-W47,week,region_4,sentinella_region,all,agegroup_ili_ari,all,214.6,18782.3,1375,26.62,0.36,15,rising,TRUE
consultations,2017-W47,week,region_5,sentinella_region,all,agegroup_ili_ari,all,559.3,44266.6,3327,22.59,0.3,39.1,rising,TRUE
consultations,2017-W47,week,region_6,sentinella_region,all,agegroup_ili_ari,all,187.5,14711.2,1349,33.99,0.37,13.1,rising,TRUE
consultations,2017-W47,week,unknown,sentinella_region,all,agegroup_ili_ari,all,NA,NA,NA,NA,NA,NA,NA,TRUE
consultations,2017-W48,week,CH,country,all,agegroup_ili_ari,all,2490.1,160162.7,11976,29.35,0.39,100,rising,TRUE
consultations,2017-W48,week,region_1,sentinella_region,all,agegroup_ili_ari,all,577.2,31316.1,2304,31.93,0.43,24.6,stagnant,TRUE
consultations,2017-W48,week,region_2,sentinella_region,all,agegroup_ili_ari,all,235.6,30118.9,2137,16.6,0.23,10,rising,TRUE
consultations,2017-W48,week,region_3,sentinella_region,all,agegroup_ili_ari,all,421.7,23624.1,1801,29.63,0.39,18,rising,TRUE
consultations,2017-W48,week,region_4,sentinella_region,all,agegroup_ili_ari,all,316.8,20357.5,1471,39.3,0.54,13.5,rising,TRUE
consultations,2017-W48,week,region_5,sentinella_region,all,agegroup_ili_ari,all,365.4,40663.6,2990,14.76,0.2,15.6,stagnant,TRUE
